,Category,Reaction Popularity,Month
18702,veganism,30,1
18703,veganism,70,6
18704,veganism,60,8
18705,veganism,15,3
18706,veganism,45,8
18707,veganism,5,11
18708,veganism,50,10
18709,veganism,30,12
18710,veganism,15,4
18711,veganism,72,11
18712,veganism,15,10
18713,veganism,15,6
18714,veganism,60,7
18715,veganism,50,4
18716,veganism,72,1
18717,veganism,30,5
18718,veganism,50,9
18719,veganism,45,10
18720,veganism,45,5
18721,veganism,70,6
18722,veganism,15,11
18723,veganism,75,4
18724,veganism,60,6
18725,veganism,15,3
18726,veganism,60,7
18727,veganism,50,4
18728,veganism,5,10
18729,veganism,65,8
18730,veganism,45,2
18731,veganism,50,12
18732,veganism,60,11
18733,veganism,15,9
18734,veganism,72,5
18735,veganism,60,10
18736,veganism,30,12
18737,science,10,7
18738,science,5,2
18739,science,20,9
18740,science,30,8
18741,science,60,7
18742,science,50,3
18743,science,12,6
18744,science,12,2
18745,science,70,5
18746,science,65,5
18747,science,75,12
18748,science,15,8
18749,culture,12,11
18750,culture,65,10
18751,culture,65,7
18752,culture,35,1
18753,culture,20,4
18754,culture,15,11
18755,culture,60,3
18756,culture,12,6
18757,culture,35,7
18758,culture,70,11
18759,culture,65,9
18760,tennis,72,2
18761,tennis,0,1
18762,tennis,75,5
18763,public speaking,60,12
18764,public speaking,72,7
18765,public speaking,60,8
18766,public speaking,0,7
18767,public speaking,72,11
18768,public speaking,15,1
18769,public speaking,60,7
18770,public speaking,75,7
18771,public speaking,12,3
18772,public speaking,20,2
18773,public speaking,20,5
18774,public speaking,50,10
18775,public speaking,12,12
18776,public speaking,30,6
18777,public speaking,72,8
18778,public speaking,60,7
18779,public speaking,45,12
18780,public speaking,30,2
18781,public speaking,75,4
18782,public speaking,12,12
18783,public speaking,10,9
18784,public speaking,72,8
18785,public speaking,70,5
18786,public speaking,60,3
18787,public speaking,12,8
18788,public speaking,50,8
18789,public speaking,65,10
18790,public speaking,45,7
18791,public speaking,35,4
18792,public speaking,50,10
18793,public speaking,50,10
18794,public speaking,65,9
18795,public speaking,45,11
18796,public speaking,75,5
18797,public speaking,10,2
18798,public speaking,70,9
18799,public speaking,0,11
18800,public speaking,70,9
18801,public speaking,72,5
18802,public speaking,50,1
18803,public speaking,15,1
18804,public speaking,65,2
18805,public speaking,10,12
18806,public speaking,30,9
18807,public speaking,75,8
18808,public speaking,15,12
18809,public speaking,72,3
18810,public speaking,12,4
18811,travel,15,10
18812,travel,65,8
18813,travel,60,1
18814,travel,0,2
18815,travel,50,1
18816,travel,72,12
18817,travel,50,8
18818,travel,72,7
18819,travel,75,7
18820,travel,50,9
18821,travel,35,2
18822,travel,75,5
18823,travel,45,6
18824,travel,20,7
18825,travel,12,3
18826,travel,10,12
18827,travel,60,7
18828,veganism,70,2
18829,veganism,60,1
18830,veganism,65,10
18831,veganism,65,2
18832,veganism,5,5
18833,veganism,65,8
18834,veganism,75,11
18835,veganism,65,6
18836,veganism,35,6
18837,veganism,10,3
18838,veganism,75,11
18839,veganism,5,9
18840,veganism,0,6
18841,veganism,12,12
18842,veganism,70,11
18843,veganism,5,7
18844,veganism,50,3
18845,veganism,60,5
18846,veganism,60,5
18847,veganism,70,4
18848,veganism,5,4
18849,veganism,20,1
18850,veganism,75,7
18851,veganism,72,9
18852,veganism,35,12
18853,veganism,0,2
18854,veganism,5,10
18855,veganism,0,6
18856,veganism,20,1
18857,veganism,12,11
18858,veganism,30,11
18859,veganism,0,2
18860,veganism,5,8
18861,veganism,60,9
18862,veganism,45,11
18863,public speaking,30,7
18864,public speaking,35,11
18865,public speaking,15,7
18866,public speaking,5,9
18867,public speaking,65,3
18868,public speaking,72,2
18869,public speaking,20,6
18870,public speaking,65,10
18871,public speaking,10,2
18872,science,75,5
18873,science,70,4
18874,science,65,6
18875,science,65,11
18876,science,75,12
18877,science,30,1
18878,science,60,4
18879,science,45,9
18880,science,60,1
18881,science,60,12
18882,science,15,8
18883,science,75,2
18884,science,45,4
18885,science,65,7
18886,science,20,12
18887,science,70,10
18888,science,35,5
18889,science,72,8
18890,science,35,10
18891,science,72,11
18892,science,50,8
18893,science,65,3
18894,science,12,8
18895,science,72,12
18896,science,12,8
18897,science,35,4
18898,science,60,5
18899,science,45,12
18900,science,70,3
18901,science,10,3
18902,science,15,2
18903,science,12,10
18904,science,70,10
18905,science,5,9
18906,science,0,1
18907,science,20,2
18908,animals,5,6
18909,animals,12,8
18910,animals,35,11
18911,animals,35,1
18912,animals,0,11
18913,animals,70,1
18914,animals,45,1
18915,animals,65,12
18916,animals,75,5
18917,animals,10,8
18918,animals,70,11
18919,animals,30,12
18920,animals,70,6
18921,animals,15,4
18922,animals,50,2
18923,animals,72,12
18924,animals,12,8
18925,animals,45,7
18926,animals,45,11
18927,education,15,9
18928,education,5,4
18929,education,20,7
18930,education,10,6
18931,education,65,9
18932,education,75,7
18933,education,65,10
18934,education,50,12
18935,education,45,6
18936,education,70,5
18937,education,60,12
18938,education,45,6
18939,education,20,9
18940,education,15,2
18941,education,45,2
18942,education,20,9
18943,education,15,11
18944,education,20,2
18945,education,20,4
18946,education,15,6
18947,education,75,3
18948,education,15,12
18949,education,70,6
18950,education,10,12
18951,education,15,3
18952,education,72,12
18953,education,72,3
18954,education,65,8
18955,education,70,12
18956,education,12,6
18957,education,30,7
18958,fitness,70,6
18959,fitness,45,7
18960,fitness,20,10
18961,fitness,30,2
18962,fitness,0,12
18963,fitness,15,6
18964,fitness,72,1
18965,fitness,35,4
18966,fitness,0,11
18967,fitness,50,8
18968,fitness,72,12
18969,fitness,15,3
18970,fitness,30,5
18971,dogs,50,5
18972,dogs,10,10
18973,dogs,20,9
18974,dogs,0,6
18975,dogs,0,9
18976,dogs,20,3
18977,dogs,30,12
18978,dogs,72,3
18979,dogs,70,3
18980,dogs,10,11
18981,dogs,30,6
18982,dogs,15,9
18983,dogs,60,12
18984,dogs,70,12
18985,dogs,72,8
18986,dogs,15,4
18987,dogs,30,11
18988,dogs,20,9
18989,dogs,70,3
18990,dogs,30,10
18991,dogs,45,4
18992,dogs,50,12
18993,dogs,45,3
18994,dogs,10,8
18995,dogs,75,2
18996,dogs,60,4
18997,dogs,10,12
18998,dogs,10,1
18999,dogs,70,7
19000,dogs,35,11
19001,dogs,10,12
19002,dogs,60,9
19003,dogs,15,11
19004,dogs,72,9
19005,dogs,50,9
19006,dogs,70,11
19007,dogs,0,11
19008,dogs,50,9
19009,dogs,60,8
19010,dogs,0,5
19011,dogs,30,5
19012,dogs,60,12
19013,dogs,70,3
19014,dogs,70,5
19015,tennis,10,2
19016,tennis,20,7
19017,tennis,75,9
19018,tennis,30,1
19019,tennis,35,9
19020,tennis,60,5
19021,tennis,30,8
19022,tennis,12,1
19023,tennis,65,7
19024,tennis,5,1
19025,tennis,70,11
19026,tennis,20,2
19027,tennis,65,5
19028,tennis,0,3
19029,tennis,0,9
19030,soccer,10,3
19031,soccer,20,4
19032,soccer,65,3
19033,soccer,70,8
19034,soccer,35,10
19035,soccer,50,4
19036,soccer,5,4
19037,soccer,35,5
19038,soccer,72,4
19039,soccer,0,7
19040,soccer,12,5
19041,soccer,10,10
19042,soccer,75,6
19043,soccer,20,8
19044,soccer,60,12
19045,soccer,20,5
19046,soccer,10,4
19047,soccer,75,11
19048,soccer,5,8
19049,soccer,70,8
19050,soccer,30,9
19051,soccer,0,10
19052,soccer,12,2
19053,soccer,50,5
19054,soccer,15,8
19055,soccer,12,1
19056,soccer,60,1
19057,soccer,12,1
19058,soccer,60,5
19059,soccer,30,7
19060,soccer,50,4
19061,animals,5,5
19062,animals,70,12
19063,animals,5,8
19064,animals,72,3
19065,animals,15,4
19066,animals,30,7
19067,animals,0,1
19068,animals,75,2
19069,animals,10,2
19070,animals,65,10
19071,animals,35,3
19072,animals,70,3
19073,animals,75,9
19074,animals,72,4
19075,animals,72,12
19076,animals,10,12
19077,animals,35,8
19078,animals,5,10
19079,animals,20,8
19080,science,30,1
19081,science,70,3
19082,science,10,8
19083,science,72,5
19084,science,50,2
19085,science,72,8
19086,science,60,4
19087,science,65,10
19088,science,30,11
19089,science,10,3
19090,science,35,5
19091,science,35,8
19092,science,65,8
19093,science,72,11
19094,science,72,9
19095,science,70,8
19096,science,12,12
19097,science,35,6
19098,science,20,6
19099,science,5,7
19100,science,70,1
19101,science,72,6
19102,science,72,9
19103,science,60,4
19104,science,70,11
19105,science,65,2
19106,science,65,1
19107,science,0,3
19108,science,60,8
19109,science,12,10
19110,science,70,11
19111,science,10,6
19112,science,10,5
19113,science,45,6
19114,science,0,11
19115,science,0,3
19116,science,15,8
19117,science,30,11
19118,science,12,7
19119,science,10,4
19120,science,0,12
19121,tennis,72,9
19122,tennis,0,1
19123,tennis,10,11
19124,tennis,65,5
19125,tennis,30,7
19126,tennis,75,7
19127,tennis,15,3
19128,tennis,45,12
19129,tennis,10,7
19130,tennis,15,2
19131,tennis,20,6
19132,tennis,35,9
19133,tennis,10,2
19134,tennis,35,12
19135,tennis,75,8
19136,tennis,45,2
19137,tennis,12,9
19138,tennis,15,8
19139,tennis,10,3
19140,tennis,20,1
19141,tennis,70,5
19142,tennis,75,10
19143,tennis,30,10
19144,tennis,20,10
19145,tennis,20,10
19146,tennis,50,7
19147,tennis,10,8
19148,tennis,75,12
19149,tennis,20,6
19150,tennis,70,7
19151,tennis,0,12
19152,tennis,10,12
19153,tennis,72,6
19154,tennis,0,10
19155,tennis,45,5
19156,tennis,75,1
19157,tennis,70,2
19158,tennis,65,5
19159,tennis,5,6
19160,tennis,30,11
19161,tennis,70,3
19162,tennis,75,6
19163,tennis,65,5
19164,tennis,70,4
19165,tennis,5,12
19166,tennis,70,4
19167,tennis,15,9
19168,food,10,12
19169,food,0,5
19170,food,60,11
19171,food,35,7
19172,food,30,3
19173,food,5,2
19174,food,70,11
19175,food,12,5
19176,food,20,7
19177,food,0,5
19178,food,60,11
19179,food,5,11
19180,food,12,11
19181,food,72,9
19182,food,70,10
19183,food,70,8
19184,food,72,3
19185,food,50,7
19186,food,70,8
19187,food,50,1
19188,food,50,1
19189,food,75,2
19190,food,0,8
19191,food,0,11
19192,food,35,10
19193,food,30,3
19194,food,20,2
19195,food,15,4
19196,food,65,6
19197,food,10,8
19198,food,30,12
19199,food,35,5
19200,food,65,12
19201,food,0,5
19202,food,12,9
19203,food,75,4
19204,food,50,2
19205,food,65,1
19206,food,5,8
19207,food,70,2
19208,food,70,7
19209,food,35,2
19210,animals,75,12
19211,animals,10,9
19212,animals,60,5
19213,animals,72,2
19214,animals,75,1
19215,animals,20,9
19216,animals,65,7
19217,animals,45,12
19218,animals,12,4
19219,animals,60,11
19220,animals,5,12
19221,animals,5,7
19222,animals,35,1
19223,animals,12,8
19224,animals,45,2
19225,animals,30,8
19226,animals,70,11
19227,food,65,2
19228,food,45,1
19229,food,5,1
19230,food,5,6
19231,food,12,4
19232,food,15,8
19233,food,45,9
19234,food,35,3
19235,food,10,12
19236,food,12,6
19237,food,0,9
19238,food,75,6
19239,food,70,5
19240,food,15,2
19241,food,70,1
19242,food,60,5
19243,food,35,12
19244,food,0,6
19245,food,72,7
19246,food,30,12
19247,food,70,5
19248,food,70,4
19249,food,50,9
19250,food,65,4
19251,food,20,9
19252,food,20,3
19253,food,70,1
19254,food,10,11
19255,food,12,7
19256,food,30,1
19257,food,75,7
19258,food,35,9
19259,food,65,7
19260,food,65,10
19261,food,30,8
19262,food,5,8
19263,food,65,10
19264,food,45,11
19265,food,45,4
19266,food,15,3
19267,food,60,5
19268,food,45,11
19269,food,15,11
19270,food,65,11
19271,food,50,7
19272,technology,60,11
19273,technology,70,6
19274,technology,72,10
19275,technology,72,9
19276,technology,70,4
19277,technology,12,3
19278,technology,20,8
19279,technology,75,10
19280,technology,72,3
19281,technology,70,10
19282,technology,75,6
19283,technology,70,4
19284,technology,60,5
19285,technology,10,12
19286,technology,15,4
19287,technology,12,12
19288,technology,60,12
19289,technology,75,5
19290,technology,35,5
19291,technology,72,2
19292,technology,70,6
19293,technology,5,8
19294,technology,5,1
19295,technology,0,5
19296,technology,70,9
19297,technology,0,4
19298,technology,70,11
19299,technology,50,10
19300,technology,0,4
19301,technology,15,6
19302,technology,35,6
19303,technology,60,4
19304,technology,65,3
19305,technology,60,6
19306,technology,60,10
19307,technology,72,5
19308,technology,5,7
19309,technology,0,7
19310,technology,35,6
19311,technology,70,3
19312,technology,0,1
19313,technology,60,10
19314,technology,60,1
19315,technology,72,1
19316,technology,70,4
19317,technology,72,2
19318,technology,30,6
19319,technology,35,2
19320,culture,45,11
19321,culture,0,7
19322,culture,45,8
19323,culture,45,10
19324,culture,5,1
19325,dogs,5,3
19326,dogs,70,10
19327,dogs,15,12
19328,dogs,65,4
19329,dogs,60,7
19330,dogs,45,1
19331,dogs,75,8
19332,dogs,30,7
19333,dogs,12,9
19334,culture,70,4
19335,culture,60,8
19336,culture,65,12
19337,culture,10,12
19338,culture,50,3
19339,culture,15,2
19340,culture,15,6
19341,culture,0,9
19342,culture,70,10
19343,culture,10,10
19344,culture,72,3
19345,culture,50,10
19346,culture,50,3
19347,culture,15,11
19348,culture,70,2
19349,culture,12,11
19350,culture,35,11
19351,culture,72,9
19352,culture,35,7
19353,culture,60,9
19354,culture,10,1
19355,culture,75,11
19356,culture,10,3
19357,culture,10,9
19358,culture,10,9
19359,culture,15,2
19360,culture,65,6
19361,culture,75,8
19362,culture,20,2
19363,culture,35,5
19364,culture,5,10
19365,culture,72,1
19366,culture,10,5
19367,culture,75,4
19368,culture,70,12
19369,culture,65,1
19370,culture,70,3
19371,culture,20,5
19372,culture,0,3
19373,science,65,11
19374,science,0,6
19375,science,70,12
19376,science,20,8
19377,science,72,7
19378,science,50,11
19379,science,5,9
19380,science,12,12
19381,science,15,10
19382,science,75,6
19383,science,45,12
19384,science,35,11
19385,science,5,9
19386,science,60,11
19387,science,10,10
19388,science,70,6
19389,science,70,11
19390,science,70,9
19391,studying,72,8
19392,studying,35,3
19393,studying,15,7
19394,studying,35,12
19395,studying,45,2
19396,studying,65,12
19397,studying,72,5
19398,studying,60,5
19399,studying,50,2
19400,studying,15,6
19401,studying,35,8
19402,studying,10,8
19403,studying,50,4
19404,studying,45,12
19405,studying,5,8
19406,studying,60,11
19407,studying,30,1
19408,studying,70,1
19409,studying,35,3
19410,studying,10,2
19411,studying,10,12
19412,travel,15,6
19413,travel,70,4
19414,travel,20,9
19415,travel,45,1
19416,travel,30,5
19417,travel,70,1
19418,travel,0,9
19419,travel,60,11
19420,travel,30,9
19421,travel,20,2
19422,travel,0,5
19423,travel,50,4
19424,travel,30,10
19425,travel,0,2
19426,travel,70,8
19427,travel,35,9
19428,travel,12,9
19429,travel,70,10
19430,travel,50,8
19431,travel,10,6
19432,travel,0,6
19433,travel,12,8
19434,travel,60,8
19435,travel,65,7
19436,travel,70,7
19437,travel,70,1
19438,travel,60,4
19439,travel,12,12
19440,travel,45,4
19441,travel,30,8
19442,travel,10,5
19443,travel,75,5
19444,travel,20,3
19445,travel,65,9
19446,travel,20,12
19447,travel,15,4
19448,travel,35,10
19449,travel,50,9
19450,travel,75,4
19451,travel,5,11
19452,travel,70,10
19453,travel,0,8
19454,travel,65,12
19455,travel,0,12
19456,travel,50,8
19457,travel,72,10
19458,travel,70,5
19459,travel,70,8
19460,travel,70,12
19461,travel,12,12
19462,travel,45,11
19463,travel,75,10
19464,travel,50,8
19465,travel,0,6
19466,travel,70,12
19467,travel,20,8
19468,travel,15,8
19469,travel,12,5
19470,travel,10,5
19471,travel,10,8
19472,travel,0,12
19473,travel,70,5
19474,travel,15,2
19475,travel,75,9
19476,travel,10,12
19477,travel,0,8
19478,travel,12,10
19479,travel,70,11
19480,travel,12,10
19481,travel,65,1
19482,travel,10,9
19483,animals,15,8
19484,animals,70,12
19485,animals,20,10
19486,animals,0,9
19487,animals,75,9
19488,animals,15,11
19489,animals,15,10
19490,animals,20,1
19491,animals,70,7
19492,animals,70,11
19493,animals,30,12
19494,animals,70,12
19495,animals,60,9
19496,animals,12,3
19497,animals,70,11
19498,animals,45,4
19499,animals,70,3
19500,animals,60,12
19501,animals,70,2
19502,animals,10,2
19503,animals,60,1
19504,animals,20,7
19505,animals,10,7
19506,animals,45,10
19507,animals,5,4
19508,animals,12,11
19509,animals,60,7
19510,animals,75,5
19511,animals,70,12
19512,animals,70,7
19513,animals,10,4
19514,animals,45,9
19515,animals,70,8
19516,animals,60,9
19517,public speaking,45,4
19518,public speaking,70,2
19519,public speaking,10,6
19520,public speaking,70,1
19521,public speaking,45,9
19522,public speaking,20,9
19523,public speaking,0,1
19524,public speaking,30,8
